
code	|	taxid	|	primary taxid	|	taxname
1	|	469618	|	469618	|	Fusobacterium varium ATCC 27725
1	|	9555	|	9555	|	Papio anubis
1	|	592031	|	592031	|	Eubacterium saphenum ATCC 49989
1	|	582744	|	582744	|	Methylovorus glucosetrophus SIP3-4
1	|	469604	|	469604	|	Fusobacterium nucleatum subsp. vincentii 3_1_36A2
1	|	572546	|	572546	|	Archaeoglobus profundus DSM 5631
1	|	637616	|	637616	|	Methylophaga thiooxydans DMS010
1	|	40521	|	40521	|	Listeria phage A118
1	|	638302	|	638302	|	Selenomonas flueggei ATCC 43531
1	|	546270	|	546270	|	Gemella haemolysans ATCC 10379
1	|	37012	|	37012	|	Pan troglodytes verus
1	|	634502	|	634502	|	Arthrospira platensis str. Paraca
1	|	129956	|	129956	|	Murine mastadenovirus A
1	|	317025	|	317025	|	Hydrogenovibrio crunogenus XCL-2
1	|	12182	|	12182	|	Potato aucuba mosaic virus
1	|	205920	|	205920	|	Ehrlichia chaffeensis str. Arkansas
1	|	379360	|	379360	|	Oenococcus oeni ATCC BAA-1163
1	|	393116	|	393116	|	Listeria monocytogenes FSL F2-515
1	|	12360	|	12360	|	Dubowvirus dv11
1	|	434131	|	434131	|	Neorickettsia risticii str. Illinois
1	|	1280	|	1280	|	Staphylococcus aureus
1	|	2098	|	2098	|	Metamycoplasma hominis
1	|	1358	|	1358	|	Lactococcus lactis
1	|	66084	|	66084	|	Wolbachia sp. wRi
1	|	669262	|	669262	|	Mannheimia haemolytica serotype A2 str. BOVINE
1	|	680646	|	680646	|	Rothia mucilaginosa DY-18
1	|	77038	|	77038	|	Wolbachia endosymbiont of Drosophila simulans
1	|	469378	|	469378	|	Cryptobacterium curtum DSM 15641
1	|	683083	|	683083	|	Campylobacter jejuni subsp. jejuni 414
1	|	467661	|	467661	|	Rhodobacteraceae bacterium KLH11
1	|	669261	|	669261	|	Mannheimia haemolytica serotype A2 str. OVINE
1	|	147425	|	147425	|	Solanum bulbocastanum
1	|	2573	|	2573	|	Plasmid pIP404
1	|	293613	|	293613	|	Rickettsia canadensis str. McKiel
1	|	470146	|	470146	|	Coprococcus comes ATCC 27758
1	|	393480	|	393480	|	Fusobacterium nucleatum subsp. polymorphum ATCC 10953
1	|	556267	|	556267	|	Helicobacter winghamensis ATCC BAA-430
1	|	525903	|	525903	|	Thermanaerovibrio acidaminovorans DSM 6589
1	|	235279	|	235279	|	Helicobacter hepaticus ATCC 51449
1	|	272629	|	272629	|	Mannheimia haemolytica PHL213
1	|	314261	|	314261	|	Candidatus Pelagibacter ubique HTCC1002
1	|	546275	|	546275	|	Fusobacterium periodonticum ATCC 33693
1	|	227470	|	227470	|	Cinqassovirus aeh1
1	|	583345	|	583345	|	Methylotenera mobilis JLW8
1	|	525282	|	525282	|	Finegoldia magna ATCC 53516
1	|	637381	|	637381	|	Listeria monocytogenes 08-5923
1	|	350702	|	350702	|	Burkholderia cenocepacia PC184
1	|	335992	|	335992	|	Candidatus Pelagibacter ubique HTCC1062
1	|	163164	|	163164	|	Wolbachia endosymbiont of Drosophila melanogaster
1	|	330779	|	330779	|	Sulfolobus acidocaldarius DSM 639
1	|	332415	|	332415	|	Ehrlichia chaffeensis str. Sapulpa
1	|	573199	|	573199	|	Murine adenovirus 3
1	|	591001	|	591001	|	Acidaminococcus fermentans DSM 20731
1	|	647294	|	647294	|	Sweet potato badnavirus B
1	|	683082	|	683082	|	Campylobacter jejuni subsp. jejuni 1336
1	|	530564	|	530564	|	Pirellula staleyi DSM 6068
1	|	367928	|	367928	|	Bifidobacterium adolescentis ATCC 15703
1	|	3649	|	3649	|	Carica papaya
1	|	556264	|	556264	|	Fusobacterium nucleatum subsp. animalis D11
1	|	155537	|	155537	|	Microscilla sp. PRE1
1	|	591023	|	591023	|	Actinobacillus minor 202
1	|	469617	|	469617	|	Fusobacterium ulcerans ATCC 49185
1	|	439493	|	439493	|	Candidatus Pelagibacter sp. HTCC7211
1	|	653938	|	653938	|	Listeria monocytogenes 08-5578
1	|	296591	|	296591	|	Polaromonas sp. JS666
1	|	585501	|	585501	|	Oribacterium sinus F0268
1	|	580327	|	580327	|	Thermoanaerobacterium thermosaccharolyticum DSM 571
1	|	469599	|	469599	|	Fusobacterium periodonticum 2_1_31
1	|	583358	|	583358	|	Thermoanaerobacter mathranii subsp. mathranii str. A3
1	|	634452	|	634452	|	Acetobacter pasteurianus IFO 3283-01
1	|	54799	|	54799	|	Cycas taitungensis
1	|	547045	|	547045	|	Neisseria sicca ATCC 29256
1	|	269484	|	269484	|	Ehrlichia canis str. Jake
1	|	291272	|	291272	|	Candidatus Blochmannia pennsylvanicus str. BPEN
1	|	314287	|	314287	|	gamma proteobacterium HTCC2207
1	|	596320	|	596320	|	Neisseria flavescens SK114
1	|	537971	|	537971	|	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
1	|	649639	|	649639	|	Evansella cellulosilytica DSM 2522
1	|	238854	|	238854	|	Synechococcus phage S-PM2
1	|	398511	|	398511	|	Alkalihalophilus pseudofirmus OF4
1	|	580332	|	580332	|	Sideroxydans lithotrophicus ES-1
1	|	339860	|	339860	|	Methanosphaera stadtmanae DSM 3091
1	|	391615	|	391615	|	gamma proteobacterium HTCC5015
1	|	652103	|	652103	|	Rhodopseudomonas palustris DX-1
1	|	564418	|	564418	|	Chlamydia trachomatis 70
1	|	644279	|	644279	|	Staphylococcus aureus subsp. aureus 132
1	|	564416	|	564416	|	Chlamydia trachomatis 6276
1	|	153948	|	153948	|	Nitrosomonas sp. AL212
1	|	350701	|	350701	|	Burkholderia dolosa AU0158
1	|	393122	|	393122	|	Listeria monocytogenes FSL J2-064
1	|	596323	|	596323	|	Pseudoleptotrichia goodfellowii F0264
1	|	713887	|	713887	|	Candidatus Atelocyanobacterium thalassa
1	|	469383	|	469383	|	Conexibacter woesei DSM 14684
1	|	573237	|	573237	|	Chlamydia trachomatis D(s)2923
1	|	1396	|	1396	|	Bacillus cereus
1	|	700750	|	700750	|	Candidatus Poribacteria bacterium WGA-A3
1	|	585155	|	585155	|	Staphylococcus aureus subsp. aureus H19
1	|	596324	|	596324	|	Treponema vincentii ATCC 35580
1	|	307502	|	307502	|	Wolbachia endosymbiont of Drosophila ananassae
1	|	314607	|	314607	|	beta proteobacterium KB13
2	|	644968	|	694327	|	Desulfovibrio carbinoliphilus subsp. oakridgensis
1	|	564419	|	564419	|	Chlamydia trachomatis 70s
1	|	589865	|	589865	|	Desulfurivibrio alkaliphilus AHT 2
1	|	648757	|	648757	|	Rhodomicrobium vannielii ATCC 17100
1	|	647227	|	647227	|	Chlamydia muridarum str. Weiss
1	|	693216	|	693216	|	Cronobacter turicensis z3032
1	|	391623	|	391623	|	Thermococcus barophilus MP
1	|	227941	|	227941	|	Chlamydia caviae GPIC
1	|	649764	|	649764	|	Slackia exigua ATCC 700122
1	|	585147	|	585147	|	Staphylococcus aureus subsp. aureus A017934/97
1	|	564417	|	564417	|	Chlamydia trachomatis 6276s
1	|	637910	|	637910	|	Citrobacter rodentium ICC168
1	|	533247	|	533247	|	Raphidiopsis brookii D9
1	|	515622	|	515622	|	Butyrivibrio proteoclasticus B316
1	|	515618	|	515618	|	Candidatus Riesia pediculicola USDA
1	|	205875	|	205875	|	Corndogvirus corndog
1	|	637987	|	637987	|	Streptococcus pneumoniae str. Canada MDR_19A
1	|	637988	|	637988	|	Streptococcus pneumoniae str. Canada MDR_19F
1	|	699218	|	699218	|	Megasphaera genomosp. type_1 str. 28L
1	|	701177	|	701177	|	Escherichia coli O55:H7 str. CB9615
1	|	292805	|	292805	|	Wolbachia endosymbiont strain TRS of Brugia malayi
1	|	233412	|	233412	|	[Haemophilus] ducreyi 35000HP
1	|	107806	|	107806	|	Buchnera aphidicola str. APS (Acyrthosiphon pisum)
1	|	529885	|	529885	|	Enterococcus faecium E980
1	|	742159	|	742159	|	Achromobacter piechaudii ATCC 43553
1	|	280699	|	280699	|	Cyanidioschyzon merolae strain 10D
1	|	749927	|	749927	|	Amycolatopsis mediterranei U32
1	|	784613	|	784613	|	Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4
1	|	699246	|	699246	|	Mageeibacillus indolicus UPII9-5
1	|	36870	|	36870	|	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
1	|	36894	|	36894	|	Pyramimonas parkeae
1	|	515609	|	515609	|	Ureaplasma parvum serovar 14 str. ATCC 33697
1	|	515608	|	515608	|	Ureaplasma parvum serovar 1 str. ATCC 27813
1	|	747682	|	747682	|	Mycoplasmopsis alligatoris A21JP2
1	|	522306	|	522306	|	Candidatus Accumulibacter regalis
1	|	643648	|	643648	|	Syntrophothermus lipocalidus DSM 12680
1	|	633147	|	633147	|	Olsenella uli DSM 7084
1	|	456320	|	456320	|	Methanococcus voltae A3
1	|	633148	|	633148	|	Thermosphaera aggregans DSM 11486
1	|	699184	|	699184	|	Bacillus cereus SJ1
1	|	699185	|	699185	|	Enterococcus faecalis S613
1	|	137722	|	137722	|	Azospirillum sp. B510
1	|	699186	|	699186	|	Enterococcus faecalis R712
1	|	649638	|	649638	|	Truepera radiovictrix DSM 17093
1	|	635013	|	635013	|	Thermincola potens JR
1	|	411903	|	411903	|	Collinsella aerofaciens ATCC 25986
1	|	634994	|	634994	|	Leptotrichia hofstadii F0254
1	|	716544	|	716544	|	Waddlia chondrophila WSU 86-1044
1	|	680649	|	680649	|	Staphylococcus aureus subsp. aureus MR1
1	|	585530	|	585530	|	Brevibacterium mcbrellneri ATCC 49030
1	|	642926	|	642926	|	Ostreococcus tauri virus 1
1	|	3144	|	3144	|	Chlorokybus atmophyticus
1	|	585535	|	585535	|	Helicobacter pylori 35A
1	|	457390	|	457390	|	Bacteroides sp. 3_1_23
1	|	685035	|	685035	|	Citromicrobium bathyomarinum JL354
1	|	585524	|	585524	|	Lactobacillus amylolyticus DSM 11664
1	|	160619	|	160619	|	Kryptoperidinium foliaceum
1	|	272942	|	272942	|	Rhodobacter capsulatus SB 1003
1	|	645663	|	645663	|	Enterococcus faecium E1039
1	|	546267	|	546267	|	Neisseria polysaccharea ATCC 43768
1	|	546271	|	546271	|	Selenomonas sputigena ATCC 35185
1	|	42906	|	42906	|	Serratia entomophila
1	|	546269	|	546269	|	Filifactor alocis ATCC 35896
1	|	546263	|	546263	|	Neisseria elongata subsp. glycolytica ATCC 29315
1	|	2110	|	2110	|	Mycoplasmopsis agalactiae
1	|	352165	|	352165	|	Pyramidobacter piscolens W5455
1	|	309800	|	309800	|	Haloferax volcanii DS2
1	|	585503	|	585503	|	Selenomonas noxia ATCC 43541
1	|	634956	|	634956	|	Parageobacillus thermoglucosidasius C56-YS93
1	|	425944	|	425944	|	Sulfolobus islandicus L.D.8.5
1	|	498216	|	498216	|	Lacticaseibacillus casei str. Zhang
1	|	512564	|	512564	|	Mycoplasma crocodyli MP145
1	|	759350	|	759350	|	Bifidobacterium longum subsp. longum JDM301
1	|	658600	|	658600	|	Chlamydia muridarum MopnTet14
1	|	641892	|	641892	|	Candidatus Karelsulcia muelleri DMIN
1	|	679188	|	679188	|	Lactobacillus crispatus 214-1
1	|	535205	|	535205	|	Enterococcus faecium E1071
1	|	535206	|	535206	|	Enterococcus faecium E1162
1	|	760570	|	760570	|	Streptococcus parasanguinis ATCC 15912
1	|	29447	|	29447	|	Xanthomonas albilineans
1	|	518637	|	518637	|	Holdemanella biformis DSM 3989
1	|	3074	|	3074	|	Parachlorella kessleri
1	|	748671	|	748671	|	Lactobacillus crispatus ST1
1	|	517436	|	517436	|	Anaplasma marginale str. Mississippi
1	|	679192	|	679192	|	Bulleidia extructa W1219
1	|	517437	|	517437	|	Anaplasma marginale str. Puerto Rico
1	|	679195	|	679195	|	Cutibacterium acnes J165
1	|	713605	|	713605	|	Lactobacillus iners AB-1
1	|	658599	|	658599	|	Chlamydia trachomatis L2tet1
1	|	679206	|	679206	|	Escherichia coli MS 119-7
1	|	547146	|	547146	|	Hydrogenobaculum sp. SN
1	|	866768	|	866768	|	Escherichia coli 'BL21-Gold(DE3)pLysS AG'
1	|	679207	|	679207	|	Escherichia coli MS 107-1
1	|	679205	|	679205	|	Escherichia coli MS 124-1
1	|	585544	|	585544	|	Bacteroides sp. D22
1	|	415095	|	415095	|	Arthrobacter sp. AK-1
1	|	487797	|	487797	|	Flavobacteria bacterium MS024-3C
1	|	525370	|	525370	|	Prescottella equi ATCC 33707
1	|	457416	|	457416	|	Veillonella sp. 3_1_44
1	|	525371	|	525371	|	Roseomonas cervicalis ATCC 49957
1	|	525368	|	525368	|	Mycobacterium parascrofulaceum ATCC BAA-614
1	|	525375	|	525375	|	Staphylococcus epidermidis M23864:W2(grey)
1	|	29486	|	29486	|	Yersinia ruckeri
1	|	400756	|	400756	|	Durinskia baltica
1	|	442346	|	442346	|	Francisella tularensis subsp. novicida GA99-3548
1	|	859657	|	859657	|	Ralstonia solanacearum PSI07
1	|	859656	|	859656	|	Ralstonia solanacearum CFBP2957
1	|	412965	|	412965	|	Candidatus Vesicomyosocius okutanii
1	|	662598	|	662598	|	Neisseria meningitidis alpha14
1	|	574556	|	574556	|	Anaplasma centrale str. Israel
1	|	553580	|	553580	|	Staphylococcus aureus A8819
1	|	550672	|	550672	|	Escherichia coli B088
1	|	228399	|	228399	|	Actinobacillus pleuropneumoniae serovar 1 str. 4074
1	|	290633	|	290633	|	Gluconobacter oxydans 621H
1	|	666475	|	666475	|	Pseudomonas amygdali pv. aesculi str. 2250
1	|	550676	|	550676	|	Escherichia coli B185
1	|	572263	|	572263	|	Mesomycoplasma conjunctivae HRC/581
1	|	553577	|	553577	|	Staphylococcus aureus A8796
1	|	550677	|	550677	|	Escherichia coli B354
1	|	693745	|	693745	|	Helicobacter pylori B8
1	|	694569	|	694569	|	Aggregatibacter actinomycetemcomitans D7S-1
1	|	694581	|	694581	|	Marseillevirus marseillevirus
1	|	553590	|	553590	|	Staphylococcus aureus A9754
1	|	762051	|	762051	|	Leuconostoc kimchii IMSNU 11154
1	|	544875	|	544875	|	Enterococcus faecium E1636
1	|	702450	|	702450	|	Turicibacter sanguinis PC909
1	|	702443	|	702443	|	Bacteroides ovatus SD CMC 3f
1	|	653733	|	653733	|	Desulfurispirillum indicum S5
1	|	509633	|	509633	|	Pseudomonas aeruginosa PAb1
1	|	702444	|	702444	|	Bacteroides xylanisolvens SD CC 2a
1	|	702447	|	702447	|	Bacteroides xylanisolvens SD CC 1b
1	|	702446	|	702446	|	Phocaeicola vulgatus PC510
1	|	161528	|	161528	|	Erythrobacter sp. SD-21
1	|	638303	|	638303	|	Thermocrinis albus DSM 14484
1	|	51324	|	51324	|	Oltmannsiellopsis viridis
1	|	376219	|	376219	|	Limnospira indica PCC 8005
1	|	427082	|	427082	|	Xanthomonas citri pv. aurantifolii str. ICPB 10535
1	|	716541	|	716541	|	Enterobacter cloacae subsp. cloacae ATCC 13047
1	|	716540	|	716540	|	Erwinia amylovora ATCC 49946
1	|	427081	|	427081	|	Xanthomonas citri pv. aurantifolii str. ICPB 11122
1	|	655812	|	655812	|	Aerococcus viridans ATCC 11563 = CCUG 4311
1	|	655813	|	655813	|	Streptococcus oralis ATCC 35037
1	|	655815	|	655815	|	Zunongwangia profunda SM-A87
1	|	359	|	359	|	Agrobacterium rhizogenes
1	|	640512	|	640512	|	Burkholderia sp. CCGE1003
1	|	714359	|	714359	|	Bacillus thuringiensis BMB171
1	|	272129	|	272129	|	Kamptonema sp. PCC 6506
1	|	710096	|	710096	|	Acinetobacter baumannii AB059
1	|	595536	|	595536	|	Methylosinus trichosporium OB3b
1	|	488538	|	488538	|	Candidatus Puniceispirillum marinum IMCC1322
1	|	673266	|	673266	|	Pseudomonas syringae pv. syringae 642
1	|	672190	|	672190	|	Streptococcus suis 05HAS68
1	|	673265	|	673265	|	Pseudomonas syringae pv. tomato NCPPB 1108
1	|	520448	|	520448	|	Brucella sp. NVSL 07-0026
1	|	430557	|	430557	|	Francisella tularensis subsp. tularensis FSC033
1	|	430556	|	430556	|	Francisella tularensis subsp. holarctica FSC022
1	|	520453	|	520453	|	Brucella abortus bv. 5 str. B3196
1	|	430558	|	430558	|	Francisella tularensis subsp. novicida GA99-3549
1	|	672161	|	672161	|	Chlamydia trachomatis B/TZ1A828/OT
1	|	691437	|	691437	|	Geobacillus sp. C56-T3
1	|	583355	|	583355	|	Coraliomargarita akajimensis DSM 45221
1	|	423536	|	423536	|	Perkinsus marinus ATCC 50983
1	|	710095	|	710095	|	Acinetobacter baumannii AB058
1	|	391597	|	391597	|	Limnobacter sp. MED105
1	|	710094	|	710094	|	Acinetobacter baumannii AB056
1	|	762906	|	762906	|	Hyperthermophilic Archaeal Virus 2
1	|	610130	|	610130	|	[Clostridium] saccharolyticum WM1
1	|	559292	|	559292	|	Saccharomyces cerevisiae S288C
1	|	637389	|	637389	|	Acidithiobacillus caldus ATCC 51756
1	|	637386	|	637386	|	Yersinia pestis Z176003
1	|	637380	|	637380	|	Bacillus cereus biovar anthracis str. CI
1	|	710127	|	710127	|	Mycoplasmoides gallisepticum str. R(low)
1	|	683837	|	683837	|	Listeria seeligeri serovar 1/2b str. SLCC3954
1	|	662755	|	662755	|	Corynebacterium resistens DSM 45100
1	|	686659	|	686659	|	Cutibacterium acnes SK187
1	|	511691	|	511691	|	Streptococcus mutans NN2025
1	|	212042	|	212042	|	Anaplasma phagocytophilum str. HZ
1	|	666510	|	666510	|	Acidilobus saccharovorans 345-15
1	|	285951	|	285951	|	Gracilaria tenuistipitata var. liui
2	|	696844	|	1198114	|	Granulicella tundricola MP5ACTX9
1	|	469371	|	469371	|	Thermobispora bispora DSM 43833
1	|	552811	|	552811	|	Dehalogenimonas lykanthroporepellens BL-DC-9
1	|	673198	|	673198	|	Pseudomonas syringae pv. tomato Max13
1	|	673189	|	673189	|	Pseudomonas syringae pv. tomato K40
1	|	575565	|	575565	|	Acinetobacter sp. SH024
1	|	754252	|	754252	|	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
1	|	682795	|	682795	|	Granulicella mallensis MP5ACTX8
1	|	573413	|	573413	|	Sediminispirochaeta smaragdinae DSM 11293
1	|	575611	|	575611	|	Prevotella buccae D17
1	|	561501	|	561501	|	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)
1	|	575609	|	575609	|	Peptoniphilus sp. oral taxon 386 str. F0131
1	|	575614	|	575614	|	Prevotella sp. oral taxon 299 str. F0039
1	|	575615	|	575615	|	Prevotella sp. oral taxon 317 str. F0108
1	|	38294	|	38294	|	Photobacterium damselae subsp. piscicida
1	|	575612	|	575612	|	Prevotella melaninogenica D18
1	|	762962	|	762962	|	Staphylococcus aureus subsp. aureus ATCC 51811
1	|	757424	|	757424	|	Herbaspirillum seropedicae SmR1
1	|	575590	|	575590	|	Bacteroidetes oral taxon 274 str. F0058
1	|	762948	|	762948	|	Rothia dentocariosa ATCC 17931
1	|	693985	|	693985	|	Pseudomonas savastanoi pv. savastanoi NCPPB 3335
1	|	561007	|	561007	|	Mycobacteroides abscessus ATCC 19977
1	|	243261	|	243261	|	Burkholderia sp. Ch1-1
1	|	666681	|	666681	|	Methylotenera versatilis 301
1	|	648999	|	648999	|	Micromonospora sp. L5
1	|	666684	|	666684	|	Afipia sp. 1NLS2
1	|	246199	|	246199	|	Ruminococcus albus 8
1	|	698737	|	698737	|	Staphylococcus lugdunensis HKU09-01
1	|	314225	|	314225	|	Erythrobacter litoralis HTCC2594
1	|	485913	|	485913	|	Ktedonobacter racemifer DSM 44963
2	|	656024	|	2714109	|	Candidatus Frankia meridionalis
1	|	262722	|	262722	|	Mesomycoplasma hyopneumoniae 7448
1	|	749219	|	749219	|	Moraxella catarrhalis RH4
2	|	471821	|	1408204	|	Candidatus Endomicrobium trichonymphae
1	|	679897	|	679897	|	Helicobacter mustelae 12198
1	|	639283	|	639283	|	Starkeya novella DSM 506
1	|	693973	|	693973	|	Shewanella baltica OS678
1	|	639282	|	639282	|	Deferribacter desulfuricans SSM1
1	|	656061	|	656061	|	Tuber melanosporum Mel28
1	|	585144	|	585144	|	Staphylococcus aureus subsp. aureus 58-424
1	|	198804	|	198804	|	Buchnera aphidicola str. Sg (Schizaphis graminum)
1	|	585154	|	585154	|	Staphylococcus aureus subsp. aureus EMRSA16
1	|	585156	|	585156	|	Staphylococcus aureus subsp. aureus M1015
1	|	663331	|	663331	|	Trichophyton benhamiae CBS 112371
1	|	585157	|	585157	|	Staphylococcus aureus subsp. aureus M809
1	|	436717	|	436717	|	Acinetobacter oleivorans DR1
1	|	682148	|	682148	|	Gardnerella vaginalis 5-1
1	|	596329	|	596329	|	Peptostreptococcus anaerobius 653-L
1	|	682147	|	682147	|	Gardnerella vaginalis AMD
1	|	2787	|	2787	|	Porphyra purpurea
1	|	795797	|	795797	|	Halalkalicoccus jeotgali B3
1	|	752555	|	752555	|	Prevotella bryantii B14
1	|	262719	|	262719	|	Mesomycoplasma hyopneumoniae J
1	|	401473	|	401473	|	Bifidobacterium dentium Bd1
1	|	272634	|	272634	|	Mycoplasmoides pneumoniae M129
1	|	703612	|	703612	|	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499
1	|	445226	|	445226	|	Francisella tularensis subsp. holarctica URFT1
1	|	596312	|	596312	|	Micrococcus luteus SK58
1	|	642492	|	642492	|	Cellulosilyticum lentocellum DSM 5427
1	|	365659	|	365659	|	Streptococcus mitis B6
1	|	2771	|	2771	|	Cyanidium caldarium
1	|	502779	|	502779	|	Paracoccidioides lutzii Pb01
1	|	1538	|	1538	|	Clostridium ljungdahlii
1	|	759914	|	759914	|	Brachyspira pilosicoli 95/1000
1	|	591019	|	591019	|	Staphylothermus hellenicus DSM 12710
1	|	333146	|	333146	|	Ferroplasma acidarmanus Fer1
1	|	580331	|	580331	|	Thermoanaerobacter italicus Ab9
1	|	608506	|	608506	|	Caldicellulosiruptor obsidiansis OB47
1	|	243273	|	243273	|	Mycoplasmoides genitalium G37
1	|	565665	|	565665	|	Enterococcus faecium D344SRF
1	|	406817	|	406817	|	Xenorhabdus nematophila ATCC 19061
1	|	572480	|	572480	|	Arcobacter nitrofigilis DSM 7299
1	|	406818	|	406818	|	Xenorhabdus bovienii SS-2004
1	|	661367	|	661367	|	Legionella longbeachae NSW150
1	|	444179	|	444179	|	Candidatus Karelsulcia muelleri GWSS
1	|	592015	|	592015	|	Acetomicrobium hydrogeniformans ATCC BAA-1850
1	|	592014	|	592014	|	Acinetobacter baumannii 6013113
1	|	545693	|	545693	|	Priestia megaterium QM B1551
1	|	224915	|	224915	|	Buchnera aphidicola str. Bp (Baizongia pistaciae)
1	|	592022	|	592022	|	Priestia megaterium DSM 319
1	|	500635	|	500635	|	Mitsuokella multacida DSM 20544
1	|	500638	|	500638	|	Edwardsiella tarda ATCC 23685
1	|	768713	|	768713	|	Finegoldia magna ACS-171-V-Col3
1	|	81972	|	81972	|	Arabidopsis lyrata subsp. lyrata
1	|	765874	|	765874	|	Corynebacterium pseudotuberculosis FRC41
1	|	572547	|	572547	|	Aminobacterium colombiense DSM 12261
1	|	768728	|	768728	|	Ligilactobacillus salivarius ACS-116-V-Col5a
1	|	105559	|	105559	|	Nitrosococcus watsonii C-113
1	|	525909	|	525909	|	Acidimicrobium ferrooxidans DSM 10331
1	|	644295	|	644295	|	Methanohalobium evestigatum Z-7303
1	|	768724	|	768724	|	Peptoniphilus sp. oral taxon 836 str. F0141
1	|	640510	|	640510	|	Burkholderia sp. CCGE1001
1	|	478435	|	478435	|	Mycobacterium tuberculosis KZN 605
1	|	644284	|	644284	|	Arcanobacterium haemolyticum DSM 20595
1	|	644282	|	644282	|	Desulfarculus baarsii DSM 2075
1	|	413404	|	413404	|	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)
1	|	469591	|	469591	|	Parabacteroides sp. 20_3
1	|	469585	|	469585	|	Bacteroides sp. 1_1_14
1	|	469592	|	469592	|	Bacteroides sp. 3_1_19
1	|	469605	|	469605	|	Fusobacterium gonidiaformans 3-1-5R
1	|	469602	|	469602	|	Fusobacterium nucleatum subsp. vincentii 3_1_27
1	|	374463	|	374463	|	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)
1	|	469615	|	469615	|	Fusobacterium gonidiaformans ATCC 25563
1	|	264731	|	264731	|	Prevotella ruminicola 23
1	|	264732	|	264732	|	Moorella thermoacetica ATCC 39073
2	|	469608	|	244366	|	Klebsiella variicola
1	|	469621	|	469621	|	Fusobacterium periodonticum 1_1_41FAA
1	|	568819	|	568819	|	Listeria monocytogenes serotype 4b str. CLIP 80459
1	|	423212	|	423212	|	Legionella pneumophila 2300/99 Alcoy
1	|	589924	|	589924	|	Ferroglobus placidus DSM 10642
1	|	228908	|	228908	|	Nanoarchaeum equitans Kin4-M
1	|	714995	|	714995	|	Novacetimonas hansenii ATCC 23769
1	|	452662	|	452662	|	Sphingobium indicum UT26S
1	|	525243	|	525243	|	Acinetobacter baumannii 6013150
1	|	525242	|	525242	|	Acinetobacter baumannii 6014059
1	|	447456	|	447456	|	candidate division TM7 single-cell isolate TM7c
1	|	1902	|	1902	|	Streptomyces coelicolor
1	|	547468	|	547468	|	Enterococcus faecium U0317
1	|	450749	|	450749	|	Veillonella sp. 6_1_27
1	|	452638	|	452638	|	Polynucleobacter necessarius STIR1
1	|	714961	|	714961	|	Lysinibacillus fusiformis ZC1
1	|	593275	|	593275	|	Buchnera aphidicola str. LSR1 (Acyrthosiphon pisum)
1	|	394104	|	394104	|	Candidatus Endoriftia persephone str. Hot96_1+Hot96_2
1	|	645512	|	645512	|	Jonquetella anthropi E3_33 E1
1	|	109269	|	109269	|	Vaucheria litorea
1	|	391165	|	391165	|	Granulibacter bethesdensis CGDNIH1
1	|	707232	|	707232	|	Acinetobacter haemolyticus ATCC 19194
1	|	563178	|	563178	|	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)
1	|	660122	|	660122	|	Fusarium vanettenii 77-13-4
1	|	330214	|	330214	|	Nitrospira defluvii
1	|	749532	|	749532	|	Escherichia coli MS 78-1
1	|	412422	|	412422	|	Francisella tularensis subsp. holarctica 257
1	|	749533	|	749533	|	Escherichia coli MS 84-1
1	|	552396	|	552396	|	Erysipelotrichaceae bacterium 5_2_54FAA
1	|	749531	|	749531	|	Escherichia coli MS 69-1
1	|	749528	|	749528	|	Escherichia coli MS 45-1
1	|	749527	|	749527	|	Escherichia coli MS 21-1
1	|	559736	|	559736	|	Xanthomonas vasicola pv. vasculorum NCPPB 702
1	|	559737	|	559737	|	Xanthomonas campestris pv. musacearum NCPPB 4381
1	|	592205	|	592205	|	Helicobacter pylori B38
1	|	525283	|	525283	|	Fusobacterium nucleatum subsp. nucleatum ATCC 23726
1	|	556269	|	556269	|	Oxalobacter formigenes OXCC13
1	|	556263	|	556263	|	Fusobacterium necrophorum D12
1	|	546340	|	546340	|	Enterococcus faecium E1679
1	|	762550	|	762550	|	Leuconostoc gasicomitatum LMG 18811
1	|	656379	|	656379	|	Escherichia coli FVEC1302
1	|	656380	|	656380	|	Escherichia coli FVEC1412
1	|	749549	|	749549	|	Escherichia coli MS 198-1
1	|	749548	|	749548	|	Escherichia coli MS 196-1
1	|	547558	|	547558	|	Methanohalophilus mahii DSM 5219
1	|	749550	|	749550	|	Escherichia coli MS 200-1
1	|	526221	|	526221	|	Verticillium alfalfae VaMs.102
1	|	749545	|	749545	|	Escherichia coli MS 182-1
1	|	489089	|	489089	|	Ostreococcus virus OsV5
1	|	749544	|	749544	|	Escherichia coli MS 175-1
1	|	749547	|	749547	|	Escherichia coli MS 187-1
1	|	665032	|	665032	|	Delftia phage PhiW-14
1	|	749546	|	749546	|	Escherichia coli MS 185-1
1	|	565045	|	565045	|	Luminiphilus syltensis NOR5-1B
